date,close,high,low,open,volume
16-08-2023,320.3999939,324.4200134,319.7999878,320.7999878,20698900
17-08-2023,316.8800049,321.8699951,316.2099915,320.5400085,21257200
18-08-2023,316.480011,318.3800049,311.5499878,314.4899902,24744800
21-08-2023,321.8800049,322.769989,317.0400085,317.9299927,24040000
22-08-2023,322.4599915,326.0799866,321.4599915,325.5,16102000
23-08-2023,327,329.2000122,323.4599915,323.8200073,21166400
24-08-2023,319.9700012,332.980011,319.9599915,332.8500061,23281400
25-08-2023,322.980011,325.3599854,318.7999878,321.4700012,21684100
28-08-2023,323.7000122,326.1499939,321.7200012,325.6600037,14808500
29-08-2023,328.4100037,328.980011,321.8800049,321.8800049,19284600
30-08-2023,328.7900085,329.8099976,326.4500122,328.6700134,15222100
31-08-2023,327.7600098,330.9100037,326.7799988,329.2000122,26411000
01-09-2023,328.6600037,331.9899902,326.7799988,331.3099976,14931200
05-09-2023,333.5499878,334.8500061,328.6600037,329,18553900
06-09-2023,332.8800049,334.4599915,330.1799927,333.3800049,17535800
07-09-2023,329.9100037,333.0799866,329.0299988,331.2900085,18381000
08-09-2023,334.269989,336.1600037,329.4599915,330.0899963,19530100
11-09-2023,337.9400024,338.4200134,335.4299927,337.2399902,16583300
12-09-2023,331.769989,336.7900085,331.480011,335.8200073,17565500
13-09-2023,336.0599976,336.8500061,331.1700134,331.3099976,16544400
14-09-2023,338.7000122,340.8599854,336.5700073,339.1499939,20267000
15-09-2023,330.2200012,337.3999939,329.6499939,336.9200134,37666900
18-09-2023,329.0599976,330.3999939,326.3599854,327.7999878,16834200
19-09-2023,328.6499939,329.3900146,324.5100098,326.1700134,16505900
20-09-2023,320.769989,329.5899963,320.5100098,329.5100098,21436500
21-09-2023,319.5299988,325.3500061,315,319.2600098,35529500
22-09-2023,317.0100098,321.4500122,316.1499939,321.3200073,21447900
25-09-2023,317.5400085,317.6700134,315,316.5899963,17836000
26-09-2023,312.1400146,315.8800049,310.019989,315.1300049,26297600
27-09-2023,312.7900085,314.2999878,309.6900024,312.2999878,19410100
28-09-2023,313.6400146,315.480011,309.4500122,310.9899902,19683600
29-09-2023,315.75,319.4700012,314.980011,317.75,24140300
02-10-2023,321.7999878,321.8900146,315.1799927,316.2799988,20570000
03-10-2023,313.3900146,321.3900146,311.2099915,320.8299866,21033500
04-10-2023,318.9599915,320.0400085,314,314.0299988,20720100
05-10-2023,319.3599854,319.980011,314.8999939,319.0899963,16965600
06-10-2023,327.2600098,329.1900024,316.2999878,316.5499878,25645500
09-10-2023,329.8200073,330.2999878,323.1799927,324.75,19891200
10-10-2023,328.3900146,331.1000061,327.6700134,330.9599915,20557100
11-10-2023,332.4200134,332.8200073,329.1400146,331.2099915,20063200
12-10-2023,331.1600037,333.6300049,328.7200012,330.5700073,19313100
13-10-2023,327.730011,333.8299866,326.3599854,332.3800049,21072400
16-10-2023,332.6400146,336.1400146,330.6000061,331.0499878,22158000
17-10-2023,332.0599976,333.4599915,327.4100037,329.5899963,18338500
18-10-2023,330.1099854,335.5899963,328.2999878,332.4899902,23153600
19-10-2023,331.3200073,336.8800049,330.9100037,332.1499939,25052100
20-10-2023,326.6700134,331.9200134,325.4500122,331.7200012,25012600
23-10-2023,329.3200073,332.730011,324.3900146,325.4700012,24374700
24-10-2023,330.5299988,331.8399963,327.6000061,331.2999878,31153600
25-10-2023,340.6700134,346.2000122,337.6199951,345.019989,55053800
26-10-2023,327.8900146,341.6300049,326.9400024,340.5400085,37828500
27-10-2023,329.8099976,336.7200012,328.3999939,330.4299927,29856500
30-10-2023,337.3099976,339.4500122,331.8299866,333.4100037,22828100
31-10-2023,338.1099854,339,334.6900024,338.8500061,20265300
01-11-2023,346.0700073,347.4200134,339.6499939,339.7900085,28158800
02-11-2023,348.3200073,348.8299866,344.769989,347.2399902,24348100
03-11-2023,352.7999878,354.3900146,347.3299866,349.6300049,23624000
06-11-2023,356.5299988,357.5400085,353.3500061,353.4500122,23828300
07-11-2023,360.5299988,362.4599915,357.6300049,359.3999939,25833900
08-11-2023,363.2000122,363.8699951,360.5499878,361.6799927,26767800
09-11-2023,360.6900024,364.7900085,360.3599854,362.2999878,24847300
10-11-2023,369.6700134,370.1000061,361.0700073,361.4899902,28042100
13-11-2023,366.6799927,368.4700012,365.8999939,368.2200012,19986500
14-11-2023,370.269989,371.9500122,367.3500061,371.0100098,27683900
15-11-2023,369.6700134,373.1300049,367.1099854,371.2799988,26860100
16-11-2023,376.1700134,376.3500061,370.1799927,370.9599915,27182300
17-11-2023,369.8500061,374.3699951,367,373.6099854,40157000
20-11-2023,377.4400024,378.8699951,371,371.2200012,52465100
21-11-2023,373.0700073,376.2200012,371.1199951,375.6700134,28423100
22-11-2023,377.8500061,379.7900085,374.9700012,378,23345300
24-11-2023,377.4299927,377.9700012,375.1400146,377.3299866,10176600
27-11-2023,378.6099854,380.6400146,376.2000122,376.7799988,22179200
28-11-2023,382.7000122,383,378.1600037,378.3500061,20453100
29-11-2023,378.8500061,384.2999878,377.4400024,383.7600098,28963400
30-11-2023,378.9100037,380.0899963,375.4700012,378.4899902,30554400
01-12-2023,374.5100098,378.1600037,371.3099976,376.7600098,33020400
04-12-2023,369.1400146,369.519989,362.8999939,369.1000061,32063300
05-12-2023,372.519989,373.0799866,365.6199951,366.4500122,23065000
06-12-2023,368.7999878,374.1799927,368.0299988,373.5400085,21182100
07-12-2023,370.9500122,371.4500122,366.3200073,368.230011,23118900
08-12-2023,374.230011,374.4599915,368.230011,369.2000122,20144800
11-12-2023,371.2999878,371.6000061,366.1000061,368.480011,27708800
12-12-2023,374.3800049,374.4200134,370.4599915,370.8500061,24838300
13-12-2023,374.3699951,377.6400146,370.769989,376.019989,30955500
14-12-2023,365.9299927,373.7600098,364.1300049,373.3099976,43277500
15-12-2023,370.730011,372.3999939,366.2799988,366.8500061,78478200
18-12-2023,372.6499939,373,368.6799927,369.4500122,21802900
19-12-2023,373.2600098,373.2600098,369.8399963,371.4899902,20603700
20-12-2023,370.6199951,376.0299988,370.5299988,375,26316700
21-12-2023,373.5400085,374.4100037,370.0400085,372.5599976,17708000
22-12-2023,374.5799866,375.1799927,372.7099915,373.6799927,17091100
26-12-2023,374.6600037,376.9400024,373.5,375,12673100
27-12-2023,374.0700073,375.0599976,372.8099976,373.6900024,14905400
28-12-2023,375.2799988,376.4599915,374.1600037,375.3699951,14327000
29-12-2023,376.0400085,377.1600037,373.480011,376,18723000
