date,open,high,low,close,volume
13-04-2023,3210,3230,3180,3188.85,4174070
12-04-2023,3227.95,3260.95,3199,3241.65,2417727
11-04-2023,3264,3272.95,3192.15,3213.8,2348779
10-04-2023,3220,3272,3215,3263.4,2203187
06-04-2023,3225,3257.35,3215,3220.7,1703464
05-04-2023,3185.5,3264.35,3185.5,3239.8,2655065
03-04-2023,3224.95,3224.95,3173.75,3200,1521830
31-03-2023,3189.95,3213,3152,3205.9,2382581
29-03-2023,3129,3150,3104.1,3138.9,1740616
28-03-2023,3127,3149.55,3110.15,3115.9,1303530
27-03-2023,3135,3152.75,3106,3122.3,1524217
24-03-2023,3148.9,3170,3106,3120.5,1329577
23-03-2023,3114.9,3146.35,3101,3124.65,1372218
22-03-2023,3130.05,3143.5,3106.1,3130.8,1123939
21-03-2023,3143.3,3156.75,3097.45,3106.1,1815297
20-03-2023,3169.65,3169.65,3095.05,3143.3,2289468
17-03-2023,3150.5,3221.4,3144,3179.3,6739966
16-03-2023,3208,3219.8,3172,3185,1901060
15-03-2023,3250,3260.35,3192,3198.9,1780522
14-03-2023,3280,3304.4,3209.4,3214.95,2670334
13-03-2023,3333,3369.8,3272,3281.95,1901233
10-03-2023,3312.9,3337.25,3290,3331,1024404
09-03-2023,3385,3385,3330.85,3336.85,1648500
08-03-2023,3364,3396,3330.85,3390.4,1844590
06-03-2023,3361.9,3404.95,3359,3371.85,1334132
03-03-2023,3354,3358,3331.1,3342.15,1043190
02-03-2023,3361,3369.9,3318,3321.45,1556538
01-03-2023,3323,3389,3315,3385.7,1669307
28-02-2023,3328.5,3392,3299.9,3312.85,4116217
27-02-2023,3390,3390,3316,3331.85,1128022
24-02-2023,3422.5,3433.95,3382.3,3400.45,977592
23-02-2023,3421,3452.4,3408,3413.8,1441570
22-02-2023,3414.95,3447,3395,3401.55,1218430
21-02-2023,3494,3508.9,3444.75,3451,1139541
20-02-2023,3502,3522,3475.05,3487.3,1296082
17-02-2023,3526.15,3538.9,3490,3501.15,1061369
16-02-2023,3527.2,3575,3527,3558.05,1618931
15-02-2023,3487,3526,3460.15,3520.65,1429449
14-02-2023,3505,3524.85,3495,3500.1,1579818
13-02-2023,3549,3549,3473.4,3482.4,1087939
10-02-2023,3520,3542.35,3508.15,3537.55,1187821
09-02-2023,3515,3547.6,3505.3,3540.85,1655427
08-02-2023,3478.05,3539.9,3478.05,3520.1,1986946
07-02-2023,3468.9,3493,3461.4,3472.55,1455647
06-02-2023,3473.15,3473.15,3436.85,3459.95,1138714
03-02-2023,3504,3504,3452.9,3482.3,1804469
02-02-2023,3427,3469,3420.1,3460.4,1813847
01-02-2023,3363,3419,3355,3408.35,2205161
31-01-2023,3449,3449,3351,3358.7,2820375
30-01-2023,3420,3458.45,3385.55,3433.65,1953798
27-01-2023,3426,3446,3382.3,3411.05,1785879
25-01-2023,3425.3,3435,3405,3429.75,874110
24-01-2023,3425,3451.95,3417.3,3436.3,1387863
23-01-2023,3388,3419,3355.6,3414.9,1067916
20-01-2023,3365,3394.65,3355.6,3363.1,1529349
19-01-2023,3380,3387,3361,3373.1,1585044
18-01-2023,3380,3408.95,3372.25,3390,2421189
17-01-2023,3330,3381.8,3321,3378.4,1688475
16-01-2023,3317,3353,3298.05,3334.05,1843607
13-01-2023,3342.9,3379,3305,3374.55,1742837
12-01-2023,3329,3350,3315.55,3334.35,2250391
11-01-2023,3290.1,3349.5,3271.15,3328.7,2720512
10-01-2023,3285,3298,3230.1,3286.4,3864655
09-01-2023,3229,3327,3221.15,3319.95,2885060
06-01-2023,3300,3301.55,3200,3211.55,2488376
05-01-2023,3330.2,3337.3,3281.95,3311.1,1826057
04-01-2023,3306.7,3327.35,3286.2,3314.65,1231668
03-01-2023,3252,3320,3245.3,3311.35,1245178
02-01-2023,3261,3266.85,3235.2,3261.45,709547
30-12-2022,3286.05,3299,3246.2,3256.7,1163131
29-12-2022,3231.1,3271.5,3228,3268.75,1037927
28-12-2022,3249.8,3266.1,3226,3257.1,910795
27-12-2022,3269.2,3273.8,3231.5,3259.5,835883
26-12-2022,3228.35,3272,3225.05,3252.9,870157
23-12-2022,3217,3266.85,3217,3228.35,1360281
22-12-2022,3294,3294,3245.1,3259.7,1384101
21-12-2022,3249,3283.05,3240,3268.55,1432566
20-12-2022,3198.9,3249,3163.65,3243.95,1529971
19-12-2022,3227,3245.5,3194.5,3202.05,2120965
16-12-2022,3275,3292,3225.2,3240.25,2703680
15-12-2022,3358.8,3364.75,3298.95,3305.1,1415694
14-12-2022,3348.8,3377,3340.9,3365.35,1213311
13-12-2022,3277.2,3336.45,3267.8,3332.1,1378016
12-12-2022,3255.5,3296,3236.1,3286.45,1527610
09-12-2022,3374.1,3374.1,3276.35,3292.75,1797896
08-12-2022,3360,3380.6,3339.45,3350.55,1285619
07-12-2022,3368.3,3393.7,3354,3380.6,1167505
06-12-2022,3400.05,3407.95,3368,3385.35,1166999
05-12-2022,3433,3439.15,3407,3425.9,1475065
02-12-2022,3458.1,3468.9,3413,3439.15,2411749
01-12-2022,3425,3480,3420,3475.65,2180856
30-11-2022,3383,3414.9,3375,3390.8,3410702
29-11-2022,3383,3429,3383,3397.35,1576028
28-11-2022,3366,3417,3365.55,3395.25,2195437
25-11-2022,3383,3403.35,3348,3389.65,1588981
24-11-2022,3316.25,3392.95,3308.3,3380.15,1296591
23-11-2022,3330,3330,3291,3308.3,1150011
22-11-2022,3280,3318.95,3255.25,3314.95,1149739
21-11-2022,3322.5,3333.7,3273,3283.5,1304194
18-11-2022,3350,3362.75,3321,3343.45,1164540
17-11-2022,3340,3360,3317.75,3349,1417986
16-11-2022,3338.9,3367.9,3321.45,3355.35,1748235
15-11-2022,3321,3339.95,3292,3332.6,1400708
14-11-2022,3324,3349,3309,3335.5,1342074
11-11-2022,3269.6,3341.6,3255.05,3315.95,3265394
10-11-2022,3170,3225,3170,3205.65,1573092
09-11-2022,3249.8,3249.8,3201.65,3216.05,1162267
07-11-2022,3229,3242.8,3195.1,3233.7,1474498
04-11-2022,3217,3220.05,3166.15,3217.4,1464013
03-11-2022,3228.05,3228.05,3195,3206.75,1422652
02-11-2022,3270,3270,3222.05,3241.7,1405955
01-11-2022,3214.5,3262.6,3203.45,3259.7,2991060
31-10-2022,3199,3199,3177.8,3193.15,1919414
28-10-2022,3150,3178.5,3145,3163.25,1355739
27-10-2022,3160.7,3174,3134.35,3157.4,2438421
25-10-2022,3180.5,3184.25,3151.15,3162.1,2069643
24-10-2022,3170.1,3178,3155,3161.7,260949
21-10-2022,3157.8,3160.4,3127,3137.4,1021913
20-10-2022,3105,3160,3105,3157.3,1587601
19-10-2022,3159,3159,3112,3121.85,1194289
18-10-2022,3150,3155.35,3128.55,3144.7,1793722
17-10-2022,3072.65,3128.4,3071.45,3111.75,1517005
14-10-2022,3145,3150,3071,3099.15,2245977
13-10-2022,3100.75,3110,3052.35,3103.3,2054781
12-10-2022,3084.9,3109.9,3062.05,3100.75,1665247
11-10-2022,3100,3145,3053.35,3069.55,4730645
10-10-2022,3010,3127,3005,3118.55,3064063
07-10-2022,3097.4,3105,3058.1,3064.9,1939879
06-10-2022,3111,3124,3092.45,3101.95,1790816
04-10-2022,3029.95,3098,3023,3091.15,2145875
03-10-2022,2995,3020.7,2974,2984.95,1763331
30-09-2022,2990.85,3019.7,2950.1,3004.55,2817353
29-09-2022,3054,3055.85,2990,2997.3,2493902
28-09-2022,2980,3049.95,2980,3035.65,2739767
27-09-2022,3009.4,3025,2976,3017.45,2227447
26-09-2022,2959.85,3025.85,2926.1,2994.4,2925489
23-09-2022,3004,3022.5,2979,2982.05,2652374
22-09-2022,2990,3029.95,2979.3,3007.4,2017983
21-09-2022,3028,3041.4,2998.15,3001.2,2253818
20-09-2022,3050,3079.95,3030,3040.3,1544295
19-09-2022,3036,3042,2987.8,3028.8,2072220
16-09-2022,3076,3094.35,3000,3008.7,5322221
15-09-2022,3130,3137.75,3100,3104.35,2138023
14-09-2022,3135,3141.4,3113.8,3120.4,5090269
13-09-2022,3263.45,3263.45,3225,3229.35,1972678
12-09-2022,3239.9,3269.8,3225,3242.95,1785928
09-09-2022,3195,3233.5,3168.5,3217.65,1561185
08-09-2022,3170,3183.5,3160.1,3169.65,1346113
07-09-2022,3102,3161.9,3102,3149.6,1291534
06-09-2022,3135.5,3140.85,3106.35,3127.05,1936453
05-09-2022,3123.65,3147.95,3112.25,3133.4,2147912
02-09-2022,3163,3163,3120.3,3130.4,2052900
01-09-2022,3190,3190,3121,3131.7,3546935
30-08-2022,3155,3226.5,3142.1,3211.15,3431525
29-08-2022,3125,3142.7,3081,3132.55,2539173
26-08-2022,3234.3,3257,3216.8,3222.2,1457962
25-08-2022,3276,3278.15,3214.75,3218.2,1946930
24-08-2022,3292,3308,3250.2,3255.35,1691923
23-08-2022,3319.95,3341.9,3270,3284.6,1849256
22-08-2022,3365,3384.1,3347.4,3354.55,1536532
19-08-2022,3387,3421.5,3371.25,3385.75,1398410
18-08-2022,3390,3392,3362,3381.25,1430659
17-08-2022,3385.1,3417.95,3371.1,3401.1,1622326
16-08-2022,3411,3414.85,3387.5,3392.7,839942
12-08-2022,3419,3419,3381.25,3401.55,1472354
11-08-2022,3400,3428.7,3375.05,3422.5,1449248
10-08-2022,3385,3385,3335,3354.25,1878359
08-08-2022,3365,3378.9,3336,3374.45,1068836
05-08-2022,3361.2,3377,3355,3365.05,1106933
04-08-2022,3350,3387.9,3307.35,3354.95,2150567
03-08-2022,3280,3349,3277.05,3339.5,2895824
02-08-2022,3290,3312.9,3271.65,3291.8,1269114
01-08-2022,3327,3327,3271,3298.8,1306913
29-07-2022,3290,3317.3,3275,3301.9,2430257
28-07-2022,3216,3264,3201.65,3260.5,2106333
27-07-2022,3115,3194.1,3110,3188.85,1389808
26-07-2022,3164.7,3168.9,3096.5,3115.9,2639367
25-07-2022,3165,3186.45,3149.1,3166.75,1797504
22-07-2022,3185,3197,3143.5,3171,2075886
21-07-2022,3167,3184,3144.05,3177.3,2420640
20-07-2022,3107.8,3171.95,3098.05,3164.8,3402251
19-07-2022,3030.05,3078.95,3030.05,3074.25,1865074
18-07-2022,3023,3076.95,3014.3,3063.5,3202795
15-07-2022,3018.55,3028.9,2953,2994.6,4574806
14-07-2022,3056,3057,2967,2998.75,4764908
13-07-2022,3104,3110,3035,3038.75,3863530
12-07-2022,3114.9,3136.2,3080.25,3084.7,3734815
11-07-2022,3206.15,3225,3106,3113.8,6974600
08-07-2022,3300,3305,3250,3265.45,2136916
07-07-2022,3271,3319.4,3265.05,3287.85,1989921
06-07-2022,3218.5,3268.5,3202.25,3260.75,2182144
05-07-2022,3255,3272,3206.95,3216.3,2170627
